"id","url","address","price","property","floorplanArea","type","bedrooms","bathrooms","tenure","size","nearestStationName","nearestStationDistance"
"124046318","https://rightmove.co.uk/properties/124046318#/?channel=RES_BUY","St. Marys Grove, Richmond","£550,000","","","Apartment","×2","×1","Leasehold","","North Sheen Station","0.3 miles"
"123638789","https://rightmove.co.uk/properties/123638789#/?channel=RES_BUY","Darell Road, Kew, Surrey, TW9","£550,000","","","Apartment","×2","×1","Leasehold","","North Sheen Station","0.2 miles"
"124817504","https://rightmove.co.uk/properties/124817504#/?channel=RES_BUY","West Hall Road, Richmond, TW9","£550,000","","","Flat","×3","×1","Leasehold","","Kew Gardens Station","0.3 miles"
"85420518","https://rightmove.co.uk/properties/85420518#/?channel=RES_BUY","Cardigan Road, Richmond, UK, TW10","£550,000","","","Apartment","×2","×1","Share of Freehold","","Richmond Station","0.5 miles"
"80209479","https://rightmove.co.uk/properties/80209479#/?channel=RES_BUY","Royston Court, Lichfield Road, Kew, Surrey, TW9","£554,995","","","Apartment","×2","×1","Share of Freehold","","Kew Gardens Station","0.2 miles"
"123922997","https://rightmove.co.uk/properties/123922997#/?channel=RES_BUY","Onslow Road, Richmond, TW10","£560,000","","","Apartment","×1","×1","Share of Freehold","","Richmond Station","0.4 miles"
"121721870","https://rightmove.co.uk/properties/121721870#/?channel=RES_BUY","Church Road, Richmond","£570,000","","62.3","Maisonette","×2","×1","Leasehold","","Richmond Station","0.2 miles"
"121842575","https://rightmove.co.uk/properties/121842575#/?channel=RES_BUY","Richmond upon Thames, London, TW9","£570,000","","","Flat","×2","×2","Leasehold","","Richmond Station","0.1 miles"
"124369217","https://rightmove.co.uk/properties/124369217#/?channel=RES_BUY","Lower Richmond Road, Richmond","£575,000","","","Apartment","×2","×2","Leasehold","","North Sheen Station","0.4 miles"
"124918301","https://rightmove.co.uk/properties/124918301#/?channel=RES_BUY","Chatterton Court, Eversfield Road, Richmond, Surrey, TW9","£575,000","","","Flat","×2","×1","Leasehold","","Kew Gardens Station","0.4 miles"
"124192715","https://rightmove.co.uk/properties/124192715#/?channel=RES_BUY","Kenmore Close, Kew, Surrey, TW9","£575,000","","","Apartment","×2","×1","Leasehold","","Kew Gardens Station","0.3 miles"
"123973247","https://rightmove.co.uk/properties/123973247#/?channel=RES_BUY","Sheen Court, Richmond","£575,000","","62.4","Flat","×2","×1","Share of Freehold","","North Sheen Station","0.2 miles"
"124486319","https://rightmove.co.uk/properties/124486319#/?channel=RES_BUY","Ham Street, Richmond","£575,000","","","Detached","×1","×1","Freehold","","Strawberry Hill Station","1.1 miles"
"122089613","https://rightmove.co.uk/properties/122089613#/?channel=RES_BUY","Sheendale Road, Richmond","£575,000","","48.1","Terraced","×1","×1","Freehold","","North Sheen Station","0.3 miles"
"85541313","https://rightmove.co.uk/properties/85541313#/?channel=RES_BUY","Capel Lodge, 244 Kew Road, Kew, Surrey, TW9","£575,000","","","Apartment","×2","×1","Leasehold","","Kew Gardens Station","0.2 miles"
"115160105","https://rightmove.co.uk/properties/115160105#/?channel=RES_BUY","Sheen Park, Richmond","£575,000","","60.8","Flat","×2","×1","Share of Freehold","","Richmond Station","0.2 miles"
"124060862","https://rightmove.co.uk/properties/124060862#/?channel=RES_BUY","Victoria Parade, Sandycombe Road, Kew, Richmond, Surrey, TW9","£580,000","","","Flat","×3","","Leasehold","","Kew Gardens Station","0.1 miles"
"124309349","https://rightmove.co.uk/properties/124309349#/?channel=RES_BUY","Norstead Place, Putney Vale","£580,000","","90.8","Flat","×2","×2","Leasehold","","Southfields Station","1.6 miles"
"123533741","https://rightmove.co.uk/properties/123533741#/?channel=RES_BUY","Ruskin Avenue, Kew, Surrey, TW9","£589,950","","","Apartment","×2","×1","Leasehold","","Kew Gardens Station","0.3 miles"
"125771894","https://rightmove.co.uk/properties/125771894#/?channel=RES_BUY","Trinity Cottages, Richmond","£599,950","","67.0","Terraced","×2","×1","Freehold","","North Sheen Station","0.2 miles"
"85769532","https://rightmove.co.uk/properties/85769532#/?channel=RES_BUY","Eminence House, 76 Lower Mortlake Road, Richmond, Surrey, TW9","£600,000","","","Flat","×2","×2","Leasehold","","Richmond Station","0.3 miles"
"121853891","https://rightmove.co.uk/properties/121853891#/?channel=RES_BUY","Lower Richmond Road, London, SW14","£600,000","","87.7","Maisonette","×3","×1","Share of Freehold","944 sq. ft.","Mortlake Station","0.4 miles"
"123017222","https://rightmove.co.uk/properties/123017222#/?channel=RES_BUY","Dancer Road, Richmond","£600,000","","","Maisonette","×2","×1","Leasehold","","North Sheen Station","0.2 miles"
"122816852","https://rightmove.co.uk/properties/122816852#/?channel=RES_BUY","Church Road, Richmond","£600,000","","75.1","Flat","×2","×1","Share of Freehold","","Richmond Station","0.4 miles"
"85145934","https://rightmove.co.uk/properties/85145934#/?channel=RES_BUY","Church Road, Richmond, TW9","£600,000","","","Apartment","×2","×1","Share of Freehold","","Richmond Station","0.1 miles"
"121380650","https://rightmove.co.uk/properties/121380650#/?channel=RES_BUY","One Victoria Villas, Richmond, Surrey, TW9","£600,000","","","Apartment","×2","×2","Leasehold","","North Sheen Station","0.2 miles"
"119676164","https://rightmove.co.uk/properties/119676164#/?channel=RES_BUY","Salisbury Road, Richmond","£600,000","","59.8","Flat","×2","×1","Leasehold","","Richmond Station","0.2 miles"
"123719636","https://rightmove.co.uk/properties/123719636#/?channel=RES_BUY","Lower Mortlake Road, Richmond, TW9","£600,000","","83.9","Flat","×2","×2","Leasehold","903 sq. ft.","North Sheen Station","0.3 miles"
"119794217","https://rightmove.co.uk/properties/119794217#/?channel=RES_BUY","Queens Court, Queens Road, Richmond, Surrey, TW10","£600,000","","","Flat","×3","×1","Share of Freehold","","Richmond Station","0.6 miles"
"96592348","https://rightmove.co.uk/properties/96592348#/?channel=RES_BUY","Evesham Court, 67 Queens Road, Richmond, TW10","£600,000","","","Apartment","×2","×2","Leasehold","","Richmond Station","0.7 miles"
"76122906","https://rightmove.co.uk/properties/76122906#/?channel=RES_BUY","Richmond Hill Court, Richmond, TW10","£600,000","","","Flat","×1","×1","Share of Freehold","","Richmond Station","0.5 miles"
"124527428","https://rightmove.co.uk/properties/124527428#/?channel=RES_BUY","Friston House, 25 Church Road, Richmond, TW9","£600,000","","74.9","Flat","×2","×1","Share of Freehold","","Richmond Station","0.0 miles"
"121772393","https://rightmove.co.uk/properties/121772393#/?channel=RES_BUY","Lower Richmond Road, East Sheen, SW14","£600,000","","87.7","Flat","×3","×1","Share of Freehold","","Mortlake Station","0.4 miles"
"124117178","https://rightmove.co.uk/properties/124117178#/?channel=RES_BUY","Evesham Court, 67 Queens Road, Richmond, Surrey, TW10","£600,000","","71.25","Flat","×2","×2","Leasehold","","Richmond Station","0.6 miles"
"123817943","https://rightmove.co.uk/properties/123817943#/?channel=RES_BUY","Howson Terrace, Richmond, TW10","£605,000","","","Apartment","×2","×1","Share of Freehold","764 sq. ft.","Richmond Station","0.6 miles"
"118381397","https://rightmove.co.uk/properties/118381397#/?channel=RES_BUY","Norfolk House, Courtlands, Sheen Road, Richmond, TW10","£610,000","","","Apartment","×2","×1","Ask agent","","North Sheen Station","0.3 miles"
"123255344","https://rightmove.co.uk/properties/123255344#/?channel=RES_BUY","Sheen Road, Richmond, TW10","£615,000","","","Apartment","×2","×2","Leasehold","","North Sheen Station","0.3 miles"
"124645148","https://rightmove.co.uk/properties/124645148#/?channel=RES_BUY","Kew Riverside, Kew, Richmond, TW9","£615,000","","74.1","Flat","×1","×1","Leasehold","798 sq. ft.","Kew Gardens Station","0.4 miles"
"85057608","https://rightmove.co.uk/properties/85057608#/?channel=RES_BUY","Cardigan Road","£625,000","","","Flat","×2","×2","Share of Freehold","","Richmond Station","0.5 miles"
"123103154","https://rightmove.co.uk/properties/123103154#/?channel=RES_BUY","Church Road, Richmond, Surrey, TW10","£625,000","","","Flat","×2","×2","Share of Freehold","","Richmond Station","0.3 miles"
"122466488","https://rightmove.co.uk/properties/122466488#/?channel=RES_BUY","Pallister Terrace, Putney","£625,000","","","Terraced","×3","×2","Freehold","","Southfields Station","2.0 miles"
"125661083","https://rightmove.co.uk/properties/125661083#/?channel=RES_BUY","Kings Road, Richmond, TW10","£630,000","","","Apartment","×2","×1","Ask agent","","Richmond Station","0.5 miles"
"117986354","https://rightmove.co.uk/properties/117986354#/?channel=RES_BUY","Richmond Square, Kew Foot Road, Richmond, Surrey, TW9","£650,000","","","Apartment","×1","×1","Leasehold","431 sq. ft.","Richmond Station","0.3 miles"
"125721086","https://rightmove.co.uk/properties/125721086#/?channel=RES_BUY","Richmond Hill Court, Richmond, Surrey, TW10","£650,000","","66.2","Apartment","×2","×1","Share of Freehold","","Richmond Station","0.5 miles"
"124365938","https://rightmove.co.uk/properties/124365938#/?channel=RES_BUY","Levett Square, Kew","£650,000","","72.3","Flat","×2","×2","Leasehold","","Kew Gardens Station","0.3 miles"
"124269155","https://rightmove.co.uk/properties/124269155#/?channel=RES_BUY","Red Lion Street, TW9","£650,000","","","Flat","×2","×1","Leasehold","","Richmond Station","0.3 miles"
"83003910","https://rightmove.co.uk/properties/83003910#/?channel=RES_BUY","The Gateways, Richmond","£650,000","","87.0","Flat","×2","×1","Leasehold","","Richmond Station","0.2 miles"
"84707943","https://rightmove.co.uk/properties/84707943#/?channel=RES_BUY","Petersham Road, Richmond, Surrey, TW10","£650,000","","","Apartment","×2","×2","Share of Freehold","","Richmond Station","0.6 miles"
"125616785","https://rightmove.co.uk/properties/125616785#/?channel=RES_BUY","Queens Road, Richmond, Surrey, TW10","£650,000","","","Flat","×3","×1","Share of Freehold","834 sq. ft.","Richmond Station","0.6 miles"
"120520271","https://rightmove.co.uk/properties/120520271#/?channel=RES_BUY","Sandycombe Road, Richmond, TW9","£670,000","","76.7","House","×2","×1","Ask agent","","Kew Gardens Station","0.4 miles"
"125389355","https://rightmove.co.uk/properties/125389355#/?channel=RES_BUY","Upper Richmond Road West, Richmond","£675,000","","","Apartment","×2","×2","Leasehold","","North Sheen Station","0.3 miles"
"123745238","https://rightmove.co.uk/properties/123745238#/?channel=RES_BUY","Onslow Road, Richmond, Surrey, TW10","£675,000","","","Flat","×1","","Share of Freehold","","Richmond Station","0.5 miles"
"122365226","https://rightmove.co.uk/properties/122365226#/?channel=RES_BUY","Melliss Avenue, Kew","£675,000","","107.2","Flat","×2","×2","Leasehold","","Kew Gardens Station","0.3 miles"
"115433447","https://rightmove.co.uk/properties/115433447#/?channel=RES_BUY","Church Road, Richmond","£675,000","","71.2","Flat","×3","×2","Leasehold","","Richmond Station","0.4 miles"
"125624084","https://rightmove.co.uk/properties/125624084#/?channel=RES_BUY","Onslow Road, Richmond, UK, TW10","£675,000","","","Apartment","×1","×1","Share of Freehold","","Richmond Station","0.4 miles"
"125072546","https://rightmove.co.uk/properties/125072546#/?channel=RES_BUY","Stanley Road, London, SW14","£675,000","","71.79","End of Terrace","×3","×2","Freehold","773 sq. ft.","North Sheen Station","0.4 miles"
"124521179","https://rightmove.co.uk/properties/124521179#/?channel=RES_BUY","Courtlands, Richmond","£675,000","","94.0","Flat","×2","×1","Share of Freehold","","North Sheen Station","0.3 miles"
"121529297","https://rightmove.co.uk/properties/121529297#/?channel=RES_BUY","Trinity Road, Richmond","£675,000","","","Terraced","×2","×1","Freehold","","North Sheen Station","0.2 miles"
"122724092","https://rightmove.co.uk/properties/122724092#/?channel=RES_BUY","Bromwich House, 45 Howson Terrace, Richmond Hill, Richmond, TW10","£675,000","","","Flat","×2","×1","Share of Freehold","","Richmond Station","0.5 miles"
"119534582","https://rightmove.co.uk/properties/119534582#/?channel=RES_BUY","Sheen Road, Richmond, TW9","£675,000","","","Flat","×2","×1","Leasehold","","North Sheen Station","0.3 miles"
"125383073","https://rightmove.co.uk/properties/125383073#/?channel=RES_BUY","North Road, Richmond","£679,950","","84.8","Maisonette","×2","×1","Leasehold","","North Sheen Station","0.2 miles"
"125457584","https://rightmove.co.uk/properties/125457584#/?channel=RES_BUY","Albany Road, Richmond","£680,000","","60.9","Flat","×2","×1","Share of Freehold","","Richmond Station","0.2 miles"
"113733440","https://rightmove.co.uk/properties/113733440#/?channel=RES_BUY","Lavender House, 31 Melliss Avenue, Richmond, TW9","£690,000","","83.4","Flat","×2","×2","Leasehold","","Kew Gardens Station","0.3 miles"
"111482798","https://rightmove.co.uk/properties/111482798#/?channel=RES_BUY","Larkfield Road, Richmond","£695,000","","","Apartment","×2","×2","Leasehold","","Richmond Station","0.1 miles"
"121322651","https://rightmove.co.uk/properties/121322651#/?channel=RES_BUY","Kew Foot Road, Richmond, TW9","£695,000","","","Terraced","×2","×1","Freehold","","Richmond Station","0.2 miles"
"123475718","https://rightmove.co.uk/properties/123475718#/?channel=RES_BUY","Sheen Road","£695,000","","","Apartment","×3","×2","Leasehold","","Richmond Station","0.5 miles"
"85669716","https://rightmove.co.uk/properties/85669716#/?channel=RES_BUY","Sheen Road, Richmond, Surrey, TW9","£695,000","","82.7","Apartment","×3","×1","Leasehold","","North Sheen Station","0.3 miles"
"125145404","https://rightmove.co.uk/properties/125145404#/?channel=RES_BUY","Friars Stile Road, Richmond, Surrey, TW10","£695,000","","","Flat","×2","×1","Share of Freehold","","Richmond Station","0.5 miles"
"122346833","https://rightmove.co.uk/properties/122346833#/?channel=RES_BUY","Richmond Square, Kew Foot Road, Richmond, Surrey, TW9","POA","","","Apartment","×1","×1","Leasehold","538 sq. ft.","Richmond Station","0.3 miles"
"118430888","https://rightmove.co.uk/properties/118430888#/?channel=RES_BUY","Richmond Square, Kew Foot Road, Richmond, Surrey, TW9","£699,000","","","Apartment","×1","×1","Leasehold","538 sq. ft.","Richmond Station","0.3 miles"
"84070071","https://rightmove.co.uk/properties/84070071#/?channel=RES_BUY","Courtlands, Sheen Road, Richmond, TW10","£699,500","","","Apartment","×2","×2","Leasehold","","North Sheen Station","0.3 miles"
"125473316","https://rightmove.co.uk/properties/125473316#/?channel=RES_BUY","Sheen Road, Richmond","£699,950","","66.7","Flat","×2","×1","Leasehold","","Richmond Station","0.1 miles"
"125614847","https://rightmove.co.uk/properties/125614847#/?channel=RES_BUY","Sandycombe Road, Kew, TW9","£699,950","","","End of Terrace","×2","×1","Freehold","","North Sheen Station","0.3 miles"
"119800601","https://rightmove.co.uk/properties/119800601#/?channel=RES_BUY","Church Road, Richmond, Surrey, TW10","£699,950","","","Flat","×3","×1","Leasehold","","Richmond Station","0.3 miles"
"123789011","https://rightmove.co.uk/properties/123789011#/?channel=RES_BUY","Sandycombe Road, Richmond","£699,950","","","Terraced","×2","×1","Freehold","","North Sheen Station","0.3 miles"
"124119119","https://rightmove.co.uk/properties/124119119#/?channel=RES_BUY","Sheen Road, Richmond, TW9","£699,950","","65.6","Flat","×2","×1","Leasehold","","Richmond Station","0.1 miles"
"124301819","https://rightmove.co.uk/properties/124301819#/?channel=RES_BUY","Eel Pie Island, Twickenham","£699,950","","56.5","Flat","×2","×1","Leasehold","","Twickenham Station","0.4 miles"
"124301819","https://rightmove.co.uk/properties/124301819#/?channel=RES_BUY","Eel Pie Island, Twickenham","£699,950","","56.5","Flat","×2","×1","Leasehold","","Twickenham Station","0.4 miles"
"113737193","https://rightmove.co.uk/properties/113737193#/?channel=RES_BUY","Kew Road, Richmond","£699,950","","82.77","Apartment","×2","×2","Leasehold","","Richmond Station","0.2 miles"
"119800601","https://rightmove.co.uk/properties/119800601#/?channel=RES_BUY","Church Road, Richmond, Surrey, TW10","£699,950","","","Flat","×3","×1","Leasehold","","Richmond Station","0.3 miles"
"122672300","https://rightmove.co.uk/properties/122672300#/?channel=RES_BUY","Sheen Road, Richmond, TW9","£699,999","","93.1","Apartment","×3","×2","Ask agent","","North Sheen Station","0.3 miles"
"122452508","https://rightmove.co.uk/properties/122452508#/?channel=RES_BUY","Richmond Square, Kew Foot Road, Richmond, Surrey, TW9","£700,000","","","Apartment","×1","×1","Leasehold","549 sq. ft.","Richmond Station","0.3 miles"
"124688159","https://rightmove.co.uk/properties/124688159#/?channel=RES_BUY","Sheen Park, Richmond","£700,000","","","Apartment","×2","×2","Leasehold","","Richmond Station","0.2 miles"
"124668995","https://rightmove.co.uk/properties/124668995#/?channel=RES_BUY","Church Road, Richmond, TW9","£700,000","","","Flat","×2","×2","Leasehold","","Richmond Station","0.1 miles"
"85551021","https://rightmove.co.uk/properties/85551021#/?channel=RES_BUY","Sandycombe Road, Richmond","£700,000","","95.36","Maisonette","×3","×1","Leasehold","","Kew Gardens Station","0.2 miles"
"125746964","https://rightmove.co.uk/properties/125746964#/?channel=RES_BUY","Richmond Square,
Kew Foot Road,
Richmond,
TW9","£700,000","","","Apartment","×1","×1","Leasehold","538 sq. ft.","Richmond Station","0.4 miles"
"121484198","https://rightmove.co.uk/properties/121484198#/?channel=RES_BUY","Church Road, Richmond, Surrey, TW9","£700,000","","","Apartment","×2","×2","Leasehold","","Richmond Station","0.1 miles"
"122817116","https://rightmove.co.uk/properties/122817116#/?channel=RES_BUY","Petersham Road, Richmond, TW10","£700,000","","","Apartment","×2","×1","Share of Freehold","","Richmond Station","0.5 miles"
"125761757","https://rightmove.co.uk/properties/125761757#/?channel=RES_BUY","Sheen Park, Richmond","£700,000","","","Flat","×2","×1","Share of Freehold","","Richmond Station","0.2 miles"
"125744933","https://rightmove.co.uk/properties/125744933#/?channel=RES_BUY","Richmond Square,
Kew Foot Road,
Richmond,
TW9","£710,000","","","Apartment","×1","×1","Leasehold","592 sq. ft.","Richmond Station","0.4 miles"
"124536575","https://rightmove.co.uk/properties/124536575#/?channel=RES_BUY","Marlborough Road, Richmond, TW10","£710,000","","","Apartment","×1","×1","Leasehold","","Richmond Station","0.6 miles"
"117986534","https://rightmove.co.uk/properties/117986534#/?channel=RES_BUY","Richmond Square, Kew Foot Road, Richmond, Surrey, TW9","£710,000","","","Apartment","×1","×1","Leasehold","538 sq. ft.","Richmond Station","0.3 miles"
"125746514","https://rightmove.co.uk/properties/125746514#/?channel=RES_BUY","Richmond Square,
Kew Foot Road,
Richmond,
TW9","£710,000","","","Apartment","×1","×1","Leasehold","538 sq. ft.","Richmond Station","0.4 miles"
"121056260","https://rightmove.co.uk/properties/121056260#/?channel=RES_BUY","Kew Gardens Road, Richmond, Surrey, TW9","£720,000","","","Apartment","×2","","Leasehold","861 sq. ft.","Kew Gardens Station","0.1 miles"
"125745881","https://rightmove.co.uk/properties/125745881#/?channel=RES_BUY","Richmond Square,
Kew Foot Road,
Richmond,
TW9","£720,000","","","Apartment","×1","×1","Leasehold","538 sq. ft.","Richmond Station","0.4 miles"
"122421314","https://rightmove.co.uk/properties/122421314#/?channel=RES_BUY","Richmond Square, Kew Foot Road, Richmond, Surrey, TW9","£720,000","","","Apartment","×1","×1","Leasehold","538 sq. ft.","Richmond Station","0.3 miles"
"85469763","https://rightmove.co.uk/properties/85469763#/?channel=RES_BUY","Clarence Street, Richmond, TW9","£725,000","","43.1","Flat","×2","×2","Share of Freehold","957 sq. ft.","Richmond Station","0.1 miles"
"122814260","https://rightmove.co.uk/properties/122814260#/?channel=RES_BUY","Church Road, Richmond, TW10","£725,000","","","Flat","×2","×1","Share of Freehold","","Richmond Station","0.2 miles"
"119794193","https://rightmove.co.uk/properties/119794193#/?channel=RES_BUY","Cardigan Road, Richmond, Surrey, TW10","£730,000","","","Flat","×2","×2","Share of Freehold","","Richmond Station","0.5 miles"
"123097949","https://rightmove.co.uk/properties/123097949#/?channel=RES_BUY","Richmond Hill Court, Richmond, TW10","£750,000","","","Apartment","×2","×1","Leasehold","","Richmond Station","0.5 miles"
"125386319","https://rightmove.co.uk/properties/125386319#/?channel=RES_BUY","Ham, Richmond","£750,000","","","Semi-Detached","×3","×2","Freehold","","Strawberry Hill Station","1.1 miles"
"85601187","https://rightmove.co.uk/properties/85601187#/?channel=RES_BUY","Sheen Road, Richmond","£750,000","","","Apartment","×3","×1","Leasehold","","Richmond Station","0.3 miles"
"125170928","https://rightmove.co.uk/properties/125170928#/?channel=RES_BUY","Victoria Cottages, Kew, Surrey, TW9","£750,000","","","House","×2","×1","Freehold","","Kew Gardens Station","0.2 miles"
"118572752","https://rightmove.co.uk/properties/118572752#/?channel=RES_BUY","The Quadrant, Richmond, TW9","£750,000","","","Apartment","×2","×2","Leasehold","","Richmond Station","0.1 miles"
"111374354","https://rightmove.co.uk/properties/111374354#/?channel=RES_BUY","Richmond Upon Thames, London, TW9","£750,000","","","Flat","×3","×1","Leasehold","1,101 sq. ft.","Richmond Station","0.4 miles"
"119855498","https://rightmove.co.uk/properties/119855498#/?channel=RES_BUY","Richmond Hill Court, Richmond, London, TW10","£750,000","","","Flat","×2","×1","Leasehold","","Richmond Station","0.5 miles"
"123896918","https://rightmove.co.uk/properties/123896918#/?channel=RES_BUY","Sheen Road, Richmond, Surrey, TW9","£750,000","","101.4","Apartment","×2","×2","Leasehold","","North Sheen Station","0.3 miles"
"122622134","https://rightmove.co.uk/properties/122622134#/?channel=RES_BUY","New Road, Ham","£764,000","","99.2","House","×3","×1","Freehold","","Teddington Station","1.1 miles"
"124366400","https://rightmove.co.uk/properties/124366400#/?channel=RES_BUY","Alexander La Roche, 100 Kings Road, Richmond, Surrey, UK, TW10","£765,000","","","Apartment","×2","×2","Leasehold","","Richmond Station","0.4 miles"
"123392309","https://rightmove.co.uk/properties/123392309#/?channel=RES_BUY","Courtlands, Richmond","£775,000","","95.2","Flat","×3","×1","Share of Freehold","","North Sheen Station","0.3 miles"
"125512319","https://rightmove.co.uk/properties/125512319#/?channel=RES_BUY","Ham, Richmond","£775,000","","","Semi-Detached","×3","×1","Freehold","989 sq. ft.","Teddington Station","0.9 miles"
"125491499","https://rightmove.co.uk/properties/125491499#/?channel=RES_BUY","Hyde Road, Richmond, Surrey, UK, TW10","£795,000","","","House","×2","×1","Ask agent","","Richmond Station","0.3 miles"
"123919937","https://rightmove.co.uk/properties/123919937#/?channel=RES_BUY","Kings Road, Richmond, TW10","£795,000","","","Apartment","×2","×1","Share of Freehold","","Richmond Station","0.4 miles"
"81523812","https://rightmove.co.uk/properties/81523812#/?channel=RES_BUY","Blake Mews, High Park Road, Kew, TW9","£795,000","","","Apartment","×2","×2","Share of Freehold","","Kew Gardens Station","0.1 miles"
"85735977","https://rightmove.co.uk/properties/85735977#/?channel=RES_BUY","Sandringham House, Courtlands, Sheen Road, Richmond, Surrey, TW10","£799,000","","","Flat","×3","×2","Share of Freehold","1,128 sq. ft.","North Sheen Station","0.3 miles"
"125145401","https://rightmove.co.uk/properties/125145401#/?channel=RES_BUY","Sandringham House, Courtlands, Sheen Road, Richmond, TW10","£799,000","","","Flat","×3","×2","Leasehold","","North Sheen Station","0.3 miles"
"117603926","https://rightmove.co.uk/properties/117603926#/?channel=RES_BUY","Richmond Hill, Richmond, TW10","£800,000","","","Flat","×2","×1","Leasehold","","Richmond Station","0.5 miles"
"96629428","https://rightmove.co.uk/properties/96629428#/?channel=RES_BUY","Courtlands, Sheen Road, Richmond, TW10","£800,000","","","Flat","×3","×2","Leasehold","","North Sheen Station","0.3 miles"
"119392385","https://rightmove.co.uk/properties/119392385#/?channel=RES_BUY","Lonsdale Mews, Kew","£800,000","","81.8","Terraced","×3","×2","Freehold","","Kew Gardens Station","0.1 miles"
"123690359","https://rightmove.co.uk/properties/123690359#/?channel=RES_BUY","Richmond Hill Court, Richmond","£800,000","","81.4","Flat","×3","×1","Share of Freehold","","Richmond Station","0.5 miles"
"88841119","https://rightmove.co.uk/properties/88841119#/?channel=RES_BUY","The Quadrant, Richmond, TW9","£800,000","","","Flat","×2","×2","Leasehold","538 sq. ft.","Richmond Station","0.1 miles"
"120984308","https://rightmove.co.uk/properties/120984308#/?channel=RES_BUY","Maze Road, Kew, Surrey, TW9","£820,000","","","Apartment","×3","×1","Leasehold","","Kew Gardens Station","0.4 miles"
"125242601","https://rightmove.co.uk/properties/125242601#/?channel=RES_BUY","Star & Garter House, Richmond Hill, Richmond, Surrey, TW10","£820,000","","48.6","Apartment","×1","","Leasehold","","Richmond Station","0.9 miles"
"124987859","https://rightmove.co.uk/properties/124987859#/?channel=RES_BUY","Melliss Avenue, Kew, Surrey, TW9","£820,000","","","Apartment","×2","×2","Leasehold","","Kew Gardens Station","0.4 miles"
"125116265","https://rightmove.co.uk/properties/125116265#/?channel=RES_BUY","Star & Garter Home, Richmond, TW10","£820,000","","49.4","Apartment","×1","×1","Leasehold","532 sq. ft.","Richmond Station","0.9 miles"
"125589248","https://rightmove.co.uk/properties/125589248#/?channel=RES_BUY","Lower Richmond Road, Richmond","£825,000","","115.8","Terraced","×4","×2","Freehold","","North Sheen Station","0.4 miles"
"124117181","https://rightmove.co.uk/properties/124117181#/?channel=RES_BUY","Friars Stile Road, Richmond, Surrey, TW10","£825,000","","93.64","Flat","×2","×2","Leasehold","","Richmond Station","0.6 miles"
"85590366","https://rightmove.co.uk/properties/85590366#/?channel=RES_BUY","Mount Ararat Road, Richmond, TW10","£825,000","","","Flat","×2","×1","Share of Freehold","","Richmond Station","0.2 miles"
"124523462","https://rightmove.co.uk/properties/124523462#/?channel=RES_BUY","Levett Square, Kew","£830,000","","85.5","Flat","×2","×2","Leasehold","","Kew Gardens Station","0.4 miles"
"123212855","https://rightmove.co.uk/properties/123212855#/?channel=RES_BUY","Dorchester House, 8 Strand Drive, Richmond, TW9","£840,000","","86.5","Apartment","×3","×2","Leasehold","","Chiswick Station","0.4 miles"
"124819451","https://rightmove.co.uk/properties/124819451#/?channel=RES_BUY","Sandycombe Road, Kew, Surrey, TW9","£845,000","","","Terraced","×3","×2","Freehold","","North Sheen Station","0.3 miles"
"123454391","https://rightmove.co.uk/properties/123454391#/?channel=RES_BUY","Richmond, London, TW10","£850,000","","","Block of Apartments","×2","","Share of Freehold","764 sq. ft.","Richmond Station","0.6 miles"
"123217859","https://rightmove.co.uk/properties/123217859#/?channel=RES_BUY","Richmond Hill, Richmond, TW10","£850,000","","78.1","Apartment","×2","×1","Ask agent","","Richmond Station","0.5 miles"
"124435544","https://rightmove.co.uk/properties/124435544#/?channel=RES_BUY","Thamesgate Close, Richmond, TW10","£850,000","","","Detached","×3","×1","Freehold","","Teddington Station","0.8 miles"
"121115459","https://rightmove.co.uk/properties/121115459#/?channel=RES_BUY","Richmond Hill, Richmond, TW10","£850,000","","78.1","Flat","×2","×1","Share of Freehold","","Richmond Station","0.5 miles"
"122654897","https://rightmove.co.uk/properties/122654897#/?channel=RES_BUY","Queens Road, Richmond, Surrey, TW10","£850,000","","","Flat","×3","×2","Share of Freehold","","Richmond Station","0.7 miles"
"125666048","https://rightmove.co.uk/properties/125666048#/?channel=RES_BUY","Selwyn Court, Church Road, Richmond, Surrey, TW10","£850,000","","","Flat","×3","×1","Share of Freehold","","Richmond Station","0.5 miles"
"124772630","https://rightmove.co.uk/properties/124772630#/?channel=RES_BUY","Priors Lodge, Richmond Hill, Richmond, TW10","£850,000","","71.93","Flat","×2","×1","Share of Freehold","774 sq. ft.","Richmond Station","0.5 miles"
"125734946","https://rightmove.co.uk/properties/125734946#/?channel=RES_BUY","Temple Road, Kew, Richmond, Surrey, TW9","£865,000","","","Terraced","×3","","Freehold","","North Sheen Station","0.4 miles"
"125163782","https://rightmove.co.uk/properties/125163782#/?channel=RES_BUY","Alexandra Road, Richmond, TW9","£874,950","","81.8","","×2","×1","Ask agent","","Kew Gardens Station","0.3 miles"
"125122046","https://rightmove.co.uk/properties/125122046#/?channel=RES_BUY","Alexandra Road, Kew, Surrey, TW9","£874,950","","","Terraced","×2","×1","Freehold","","Kew Gardens Station","0.3 miles"
"84755028","https://rightmove.co.uk/properties/84755028#/?channel=RES_BUY","St. Georges Road, Richmond","£875,000","","95.3","Terraced","×4","×2","Freehold","","North Sheen Station","0.2 miles"
